РБЮ;КлиентНомер;КлиентКрНаим;Прибыль, usd;Цена суммарная;Себестоимость по Заказу , usd;Прибыль с учетом рибейтов;Объём по Накладной, м3;Общее Количество Заказов;Коррекция продактов ЦО в РБЮ;Коррекция продактов сейлам;Количество шт. в Накладной;Заказ Количество Строк;Доход конвертационный, usd
РБЮ Восточная Сибирь;К0071601;Григорьев Василий Владимирович ИП (меб. фабрика Галатея);307,33;1473,69;1166,36;307,33;1,113226;5;0;0;6;6;0
РБЮ Восточная Сибирь;К0071972;Марков Михаил Игоревич ИП;166,33;2808,42;2642,09;166,33;0,380747;2;19,706;19,706;31;13;74,934
РБЮ Восточная Сибирь;К0072137;Кунцевич Владимир Иванович ИП;185,06;2132,56;1947,5;185,06;1,285602;2;0;0;2;2;0
РБЮ Восточная Сибирь;К0072318;Дресвянников Павел Александрович ИП;10,27;174,74;164,47;10,27;0,132447;1;0;0;1;1;0
РБЮ Восточная Сибирь;К0073302;КРАСЦИФРА ООО;1103,21;4661,72;3558,51;1103,21;3,397494;33;0;16,4153;89;67;0
РБЮ Восточная Сибирь;К0073435;ООО «МТП Агат»;65,67;1132,36;1066,69;136,25;0,090095;1;0;0;13;2;0
РБЮ Восточная Сибирь;К0073439;"ООО ""Магадан Поставка""";162,84;566,15;403,31;162,84;0,183795;1;0;0;5;2;0
РБЮ Восточная Сибирь;К0073658;ООО «Сибинжстрой»;258,97;1580,17;1321,2;258,97;0,006333;1;0;0;31;1;0
РБЮ Восточная Сибирь;К0073775;ООО«Печатных дел мастер»;268,99;833,18;564,19;268,99;0,024192;1;0;0;7;4;0
РБЮ Восточная Сибирь;К0074073;ИП Потехин Дмитрий Владимирович;111,44;423,1;311,66;111,44;0,03024;1;0;0;1;1;16,924
РБЮ Восточная Сибирь;К0074230;ООО «Территория  Безопасности»;8,33;42,12;33,79;8,33;0,000489;1;0;0;3;1;0
РБЮ Восточная Сибирь;К0074440;ООО «Мавин Техникс»;-3,57;2389,59;2393,16;-3,57;0,034627;2;101,04;0;38;8;95,5836
РБЮ Восточная Сибирь;К0074578;Планета Гаджет;178,88;2002,01;1823,13;178,88;0,485877;12;5,2844;2,73;15;15;16,1672
РБЮ Восточная Сибирь;К0074580;ООО«Дайпекс Групп»;1024,37;13986,45;12962,08;1024,37;0,190538;1;0;0;7;7;0
РБЮ Восточная Сибирь;К0074629;"ООО ""БЕЗОПАСНЫЙ ГОРОД""";30,01;926,59;896,58;30,01;0,091344;1;21,2235;0;9;3;12,88
РБЮ Восточная Сибирь;К0074646;ИП Побежимов Пётр Петрович;2422,86;12722,12;10299,26;2422,86;15,639675;5;0;0;32;23;0
РБЮ Восточная Сибирь;К0074714;ИП Ивакин Сергей Викторович;24,36;1317,23;1292,87;24,36;0,029644;1;84,3192;84,1;81;8;52,6892
РБЮ Восточная Сибирь;К0074757;"ООО ""АйТи Саппорт""";481,99;4116,67;3634,68;480,73;0,213055;5;0;0;46;14;55,5272
РБЮ Восточная Сибирь;К0074846;ОАО «Стройкомплекс НПО ПМ»;-15,55;2442,82;2458,37;-15,55;0,054375;2;2,3924;0;12;5;85,8696
РБЮ Восточная Сибирь;К0074968;"ООО ""НПП ""Бевард""";2,34;57,04;54,7;2,34;0,00441;1;0;0;1;1;0
РБЮ Восточная Сибирь;К0075261;ООО «Виктори»;54,11;995,59;941,48;54,11;0,209458;2;12,23;12,23;33;10;39,8236
РБЮ Восточная Сибирь;К0075323;ООО «АЙ-СЕРВИС»;-3,6;78,22;81,82;-3,6;0,07744;1;6,7288;0;1;1;0
РБЮ Восточная Сибирь;К0075418;ИП Чесноков Александр Викторович;329,94;1732,37;1402,43;329,94;0,01197;1;0;0;80;5;0
РБЮ Восточная Сибирь;К0075569;ИП Баранов Сергей Сергеевич;-61,16;631,4;692,56;-61,16;0,032491;2;75,156;0;13;7;10,632
РБЮ Восточная Сибирь;К0075655;ООО «НиконТрейд»;7,84;160;152,16;7,84;0,024;1;0;0;8;1;6,4
РБЮ Восточная Сибирь;К0075752;ООО «Регионэнергострой»;917,75;2581,01;1663,26;917,75;0,234766;2;0;0;170;10;49,7472
РБЮ Восточная Сибирь;К0075764;ООО «Спектр»;31,47;1337,4;1305,93;31,47;0,1728;1;8,652;0;2;1;0
РБЮ Восточная Сибирь;К0076003;ИП Плисяков Кирилл Сергеевич;6,11;49;42,89;6,11;0,047538;1;0;0;2;2;1,96
РБЮ Восточная Сибирь;К0076237; Панорама;179,34;3385,39;3206,05;179,34;4,26562;2;0;0;17;16;0
РБЮ Екатеринбург;1000645;Jet Infosystems;3185,58;76309,45;73123,87;3185,58;0,579416;1;0;0;3;2;0
РБЮ Екатеринбург;1000673;Крок;7748,5;67504,56;59756,06;7748,5;3,542515;13;228,5719;0;463;49;0
РБЮ Екатеринбург;1000901;Арсенал+;46632,41;500005,93;453373,52;45940,91;35,627796;80;1802,6257;1930,03;6501;1002;2685,324
РБЮ Екатеринбург;1002466;Верисел-Сервис;2028,7;10509,81;8481,11;2028,7;0,367731;8;0;0;20;17;19,212
РБЮ Екатеринбург;1003198;ЛОГИС;63634,23;1072678,98;1009044,75;63634,23;37,419001;186;13804,4413;708,42;11082;741;16533,456
РБЮ Екатеринбург;1003990;Интерсист;1845,87;6466,89;4621,02;1845,87;5,17921;3;0;0;-85;16;62,31
РБЮ Екатеринбург;1004568;СофтЛайн Трейд;5013,4;276427,64;271414,24;-617,96;1,790659;9;4004,5944;0;95;52;45,1112
РБЮ Екатеринбург;1005744;Орбита - Холдинг (г. Курган);621,65;2501,96;1880,31;621,65;0,159356;3;8,171;0;35;15;0
РБЮ Екатеринбург;1006625;ДНС;61628,29;369439,78;307811,49;62542;111,929516;5;2629,4887;2114,98;4389;895;4,08
РБЮ Екатеринбург;1007572;Техносити (г. Тюмень);182,72;605,63;422,91;182,72;0,35188;2;0;0;4;2;0
РБЮ Екатеринбург;1008464;РемМарк (г.Сургут);-41992,8;57634,8;99627,6;-41992,8;9,135792;10;62906,1873;63204,48;464;170;784,6971
РБЮ Екатеринбург;1008821;СибНАЦ (г.Тюмень);790,57;2499,91;1709,34;790,57;1,470347;1;0;0;4;4;0
РБЮ Екатеринбург;10728;ИВС;52663,28;465421,34;412758,06;51575,26;40,580519;258;1067,8254;553,6;15784;1128;399,2472
РБЮ Екатеринбург;10973;Окта Консалтинг (г. Тюмень);105,84;5011,01;4905,17;105,84;0,247946;9;0;0;22;13;105,52
РБЮ Екатеринбург;11038;ООО ``Медиа-Маркт-Сатурн``;16154,74;311835,29;295680,55;25451,78;13,497647;87;12381,4734;2507,3;2190;395;0
РБЮ Екатеринбург;11063;ЛПКОМ (г. Сургут);-5,43;352,58;358,01;-5,43;0,016546;1;17,955;0;19;5;14,1032
РБЮ Екатеринбург;1972;КАТ Лтд (г.Тюмень);11980,02;93809,69;81829,67;11980,02;2,059809;16;1704,4574;0;101;36;0
РБЮ Екатеринбург;3530;Техносерв А/С;10253,47;67679,46;57425,99;2554,7;0,64266;4;46,9212;0;22;14;0
РБЮ Екатеринбург;3742;Компас Плюс;89,37;590;500,63;89,37;0,082583;1;0;0;1;1;23,6
РБЮ Екатеринбург;4000170;Арко;173,42;760,92;587,5;173,42;0,04748;2;0;19,47;96;5;9,24
РБЮ Екатеринбург;4000172;Бионт;307,51;11540,43;11232,92;307,51;1,894486;15;346,688;0;271;75;357,9708
РБЮ Екатеринбург;4000173;ГармПлюс;151,31;1046,53;895,22;151,31;0,143339;7;3,039;0;78;75;39,0764
РБЮ Екатеринбург;4000178;Диалог;7658,45;67593,04;59934,59;7658,45;7,851611;1;0;0;107;6;16,368
РБЮ Екатеринбург;4000184;Караван;12,94;228;215,06;12,94;0,00015;1;0;0;3;1;9,12
РБЮ Екатеринбург;4000186;Контраст;3277,94;29856,88;26578,94;3277,94;4,5719;8;148,8517;0;407;221;78,646
РБЮ Екатеринбург;4000188;КТТ;8573,3;90137,58;81564,28;9077,28;15,450303;69;775,2619;1192,5;1611;501;434,9512
РБЮ Екатеринбург;4000189;Лоис;-325,94;1126,8;1452,74;-325,94;0,207276;3;402,024;0;14;4;20,56
РБЮ Екатеринбург;4000220;Юлекс;652,63;9938,11;9285,48;636,54;0,852409;16;23,0589;0;144;59;196,718
РБЮ Екатеринбург;4000254;Контур;1087,7;2325;1237,3;1087,7;0,0328;1;0;0;5;1;93
РБЮ Екатеринбург;4000261;Сотрудник;1705,58;5628,32;3922,74;1961,9;0,229511;7;0;0;660;28;0
РБЮ Екатеринбург;4000262;Стайл;7612,64;157868,22;150255,58;7590,33;16,987632;99;1807,5307;519,7;3750;1271;3947,2536
РБЮ Екатеринбург;4001017;Мастер-Сервис;3177,53;27933,94;24756,41;3177,53;4,149359;38;340,6345;553,26;551;349;325,8181
РБЮ Екатеринбург;41;ГОТИКА;693,23;2220,68;1527,45;693,23;0,079429;4;0;0;5;5;0,7341
РБЮ Екатеринбург;5087;CTI;5,33;80,09;74,76;5,33;0,01155;1;0;0;1;1;0
РБЮ Екатеринбург;71;Корус АКС;11304,24;101700,04;90395,8;11304,24;5,452253;20;2885,9478;0;348;52;0
РБЮ Екатеринбург;7658;Техсоюз (г. Сургут);3273,37;87380,44;84107,07;3273,37;14,834777;42;3598,1597;203,02;1900;414;274,6862
РБЮ Екатеринбург;8001202;Халин С.А.  - NetCom;27,45;625,45;598;27,45;0,074672;2;0,04;0;19;6;14,912
РБЮ Екатеринбург;8001303;Прокси Лимитед;1080,92;6386,44;5305,52;1080,92;1,528504;8;0;0;38;16;137,2876
РБЮ Екатеринбург;8001415;ЭКО-Дэйт;35308,78;401737,64;366428,86;77785,33;12,634476;71;2208,3021;0;13589;226;986,5152
РБЮ Екатеринбург;8001418;ДатаАрт;-48,76;9756,54;9805,3;-48,76;1,268342;2;0;0;174;16;390,2616
РБЮ Екатеринбург;8001460;Админ;19,31;990,48;971,17;19,31;0,433186;2;14,39;0;9;5;12,9
РБЮ Екатеринбург;8001470;Рубин;8,39;100,2;91,81;8,39;0,000173;1;0;0;10;1;4,008
РБЮ Екатеринбург;8001499;Комтрейд;42,67;145,35;102,68;42,67;0,115056;1;0;0;1;1;0
РБЮ Екатеринбург;8001576;Рудакова Л.И.;135,43;2712,22;2576,79;135,43;0,301751;7;0;0;70;45;72,9452
РБЮ Екатеринбург;8001596;Лемакс;1851,35;54527,65;52676,3;2679,14;6,251424;35;3830,7117;4046,8726;1021;438;0
РБЮ Екатеринбург;8001605;Григорьев С.О.;28,29;189,6;161,31;28,29;0,020471;1;0;0;4;4;0
РБЮ Екатеринбург;8001618;Прогноз;237,92;1871,71;1633,79;237,92;0;2;0;0;40;2;0
РБЮ Екатеринбург;8001681;Информ-Сервис;1126,48;10732,73;9606,25;1126,48;0,757838;9;3,7374;0;28;18;392,9944
РБЮ Екатеринбург;8001688;Ташкинов И.А.;1614,85;15491,19;13876,34;1614,85;1,960173;43;84,9403;0;271;144;395,1032
РБЮ Екатеринбург;8001706;Синтез-ДГ;170,29;2913,58;2743,29;170,29;0,207291;4;26,2761;6,94;108;34;89,3988
РБЮ Екатеринбург;8001715;Файл;598,78;4959,31;4360,53;598,78;0,470617;18;5,2038;0;194;108;122,504
РБЮ Екатеринбург;8001762;Сталкер;23,59;1190,29;1166,7;23,59;0,176067;2;3,5426;0;24;14;47,6116
РБЮ Екатеринбург;8001776;Развитие;4038,88;42228,05;38189,17;4038,88;4,46253;5;302,572;35,67;2023;1105;1107,9018
РБЮ Екатеринбург;8001788;Лукиных В.Н.;201,88;2684,11;2482,23;201,88;0,171951;4;8,9;0;86;45;94,256
РБЮ Екатеринбург;8001860;Асва;815,62;5836,83;5021,21;815,62;0,34596;1;0;0;6;2;233,4732
РБЮ Екатеринбург;8001875;Т-Статус;-3394,85;5044,99;8439,84;-3394,85;0,883871;17;2886,7336;6034,27;210;106;125,2164
РБЮ Екатеринбург;8001882;Юнион-С;150,61;3146,93;2996,32;150,61;0,382455;4;59,464;22,35;157;45;99,7084
РБЮ Екатеринбург;8001985;Дозоров С.А.;573,69;4951,68;4377,99;573,69;1,871782;14;183,6614;23,04;102;58;52,6004
РБЮ Екатеринбург;8002021;АСВ;253,64;2846;2592,36;253,64;0,008776;1;38,39;0;9;3;0
РБЮ Екатеринбург;8002037;Ковалев В.В.;102,53;1587,25;1484,72;102,53;0,673989;3;7,105;0;15;15;12,348
РБЮ Екатеринбург;8002041;РАНАТ;131,07;509,57;378,5;131,07;0,059355;3;0;0;7;7;4,368
РБЮ Екатеринбург;8002045;Никос;165,14;1711,18;1546,04;165,14;0,18918;4;0,528;0;47;32;55,832
РБЮ Екатеринбург;8002068;УТБИС;497,39;30958,89;30461,5;497,39;2,196448;52;817,2701;0;285;100;450,3586
РБЮ Екатеринбург;8002111;ТехноСофт;490,41;4851,84;4361,43;490,41;0,792515;8;44,4785;0;121;71;108,5836
РБЮ Екатеринбург;8002132;Дело техники;2769,88;34928,3;32158,42;2798,92;2,864191;17;48,7869;0;251;131;108,6856
РБЮ Екатеринбург;8002215;Белоусова Н.А.;335,83;3957,99;3622,16;335,83;0,32698;16;19,5185;0;113;84;59,046
РБЮ Екатеринбург;8002328;Техцентр-Партнер;-101,17;1090,78;1191,95;-101,17;0,011506;7;88,0485;0;26;9;43,6312
РБЮ Екатеринбург;8002350;Первакова О.М.;208,45;1447,26;1238,81;208,45;0,140065;7;0,288;0;88;45;21,9232
РБЮ Екатеринбург;8002359;Пальцев Н.Б.;44,11;352,92;308,81;44,11;0,248134;2;0;0;17;6;0
РБЮ Екатеринбург;8002381;Белдэкс;35,45;309,4;273,95;35,45;0,073395;1;0;0;2;2;8,1804
РБЮ Екатеринбург;8002412;Софтмастер;267,96;3490,6;3222,64;267,96;0,734461;9;17,443;0;83;41;102,6016
РБЮ Екатеринбург;8002461;Исаков А.Б.;245,8;3829,35;3583,55;245,8;0,320062;3;49,29;0;34;20;153,174
РБЮ Екатеринбург;8002477;ХайТек Сервис;246,83;9621,04;9374,21;329,21;1,655699;13;132,6204;215,8;326;92;270,756
РБЮ Екатеринбург;8002514;Пром-А;2283;18288,51;16005,51;2283;1,715901;9;7,7852;0;61;49;162,5176
РБЮ Екатеринбург;8002515;УралОргСервис;25,75;944,87;919,12;25,75;0,146173;4;0;0;18;16;31,8388
РБЮ Екатеринбург;8002532;Мастер-Копир;26,19;348,45;322,26;26,19;0,003045;1;0;0;5;3;0
РБЮ Екатеринбург;8002579;Сарви В.И.;149,52;1045,62;896,1;149,52;0,094078;3;18,0802;17,67;38;26;4,936
РБЮ Екатеринбург;8002591;Санкин А.В.;-1357,02;24671,2;26028,22;-1357,02;4,396314;30;1185,3935;0;1304;348;558,3344
РБЮ Екатеринбург;8002593;СДМ-Технологии;659,65;9754,67;9095,02;659,65;1,498049;21;393,9638;382,7;119;81;154,246
РБЮ Екатеринбург;8002595;Иж-Юнит;263,9;1220,62;956,72;263,9;0,114574;2;0;0;44;11;0
РБЮ Екатеринбург;8002609;АйТи-Сервис;-3060,42;9321,21;12381,63;-3060,42;5,785816;13;1830,9312;8715,78;334;75;249,2044
РБЮ Екатеринбург;8002621;Спутник-Комплектация;3031,37;7134,58;4103,21;3031,37;1,002153;2;0;0;321;48;0
РБЮ Екатеринбург;8002644;Сателлит-Сервис;392,88;2199,76;1806,88;392,88;0,621229;7;26,0756;0;177;18;44,8244
РБЮ Екатеринбург;8002663;Иж-АДИ;1581,06;6043,97;4462,91;1581,06;17,911683;3;328,8;0;972;15;11,0176
РБЮ Екатеринбург;8002664;ИнфоСистемы;521,58;1574;1052,42;521,58;0,106938;1;0;0;2;2;0
РБЮ Екатеринбург;8002670;Промсинтез ТК;186,91;8955,25;8768,34;186,91;1,197303;3;97,5346;0;151;23;259,1356
РБЮ Екатеринбург;8002676;Кодар-Сервис;32,81;277,92;245,11;32,81;0,002127;1;0;0;6;6;0
РБЮ Екатеринбург;8002742;Поляков Н.В.;14,06;731,96;717,9;14,06;0,103241;4;19,165;9,49;13;12;28,8424
РБЮ Екатеринбург;8002765;Корпор. Информ. Техн;1278,4;62780,47;61502,07;1278,4;9,376308;9;5559,4619;231,24;697;233;371,6676
РБЮ Екатеринбург;8002841;Прайд;2188;20428,35;18240,35;2188;1,90084;39;31,4933;0;414;143;161,1544
РБЮ Екатеринбург;8002868;Мобидик;1324,2;19534,93;18210,73;1313,57;2,202651;15;56,3233;272,55;792;376;372,7716
РБЮ Екатеринбург;8002882;Петушина Г.Г.;732,14;3246,33;2514,19;732,14;0,49628;4;0;0;10;9;12,98
РБЮ Екатеринбург;8002887;ИТ-Сервис;-9057,77;56523,72;65581,49;-9057,77;1,459485;5;11428,0647;0;111;32;69,502
РБЮ Екатеринбург;8002910;АйТи-Партнёр;85,63;532,86;447,23;85,63;0,158025;1;0;0;6;1;21,3144
РБЮ Екатеринбург;8002920;Сити Сток;278,65;1003,34;724,69;278,65;0,182379;2;0;0;189;14;0
РБЮ Екатеринбург;8002926;Система-Сервис ПРМ;-133,85;4839,82;4973,67;-133,85;0,814496;11;169,212;0;108;38;176,9928
РБЮ Екатеринбург;8002929;Зорин Г.А.;228,1;3866;3637,9;228,1;0,439701;7;0,7445;0;51;31;112,032
РБЮ Екатеринбург;8002941;Тандем;77,63;450,26;372,63;77,63;0,068274;3;1,2513;0;32;22;13,794
РБЮ Екатеринбург;8002976;Интероптторг;450,23;2195,43;1745,2;450,23;1,253417;2;0;0;4;4;0
РБЮ Екатеринбург;8002987;Михайлов А.Н.;858,69;7993,92;7135,23;849,92;1,316358;14;18,2651;0;346;93;150,9736
РБЮ Екатеринбург;8002988;Марголин Р.В.;367,47;11016,25;10648,78;367,47;1,257366;17;141,7484;1,8;367;265;364,9172
РБЮ Екатеринбург;8002995;Инси;3040,87;38395,14;35354,27;3040,87;4,623229;29;343,413;0;431;127;629,3476
РБЮ Екатеринбург;8003001;ДиСтар ККомпания;171,11;662,84;491,73;171,11;0,033416;2;0;0;8;4;13,5936
РБЮ Екатеринбург;8003018;Вуду;639,83;4893,18;4253,35;639,83;0,639211;8;9,4501;0;90;80;79,0472
РБЮ Екатеринбург;8003038;ТехИнфоТрейд;-2163,67;4834,6;6998,27;-2163,67;0,532714;7;2155,7675;2779,16;234;77;174,2692
РБЮ Екатеринбург;8003045;Оникс;30,1;2848,69;2818,59;30,1;0,369573;5;41,808;196,54;49;30;90,548
РБЮ Екатеринбург;8003086;Иж-Михайлов А.В.;96,37;570,68;474,31;96,37;0,00845;1;0;0;19;6;0
РБЮ Екатеринбург;8003321;Арефьев;70034,42;494425,34;424390,92;70034,42;37,740399;77;1365,0954;202,24;3322;856;1333,7092
