РБЮ;КлиентНомер;КлиентКрНаим;Прибыль, usd;Цена суммарная;Себестоимость по Заказу , usd;Прибыль с учетом рибейтов;Объём по Накладной, м3;Общее Количество Заказов;Коррекция продактов ЦО в РБЮ;Коррекция продактов сейлам;Количество шт. в Накладной;Заказ Количество Строк;Доход конвертационный, usd
РБЮ Восточная Сибирь;К0025466;Ай Ти Лидер-Комплекс;-595,77;622;1217,77;-595,77;0,010664;1;614,43;0;2;2;0
РБЮ Восточная Сибирь;К0025735;Баранов П.М.;99,23;1271,24;1172,01;99,23;0,142563;6;0,06;0;16;13;38,322
РБЮ Восточная Сибирь;К0025989;БизнесГруппа Вариант;-17,09;7129,24;7146,33;-14,76;1,6152;4;261,1857;3,3481;204;30;214,392
РБЮ Восточная Сибирь;К0026010;АЛИОН ООО;878,32;17679,62;16801,3;101,7;0,740754;17;555,8097;0;69;36;61,5
РБЮ Восточная Сибирь;К0026057;Мега-Сервис;368,77;2833,88;2465,11;368,77;0,124088;2;1;0;21;10;2,28
РБЮ Восточная Сибирь;К0026202;Банзаа Н.С. (Синтез-Сервис);975,96;6396,1;5420,14;975,96;4,453642;3;0;215,3123;12;12;0
РБЮ Восточная Сибирь;К0026348;Каскад;12,6;129,8;117,2;12,6;0,037927;1;0;0;1;1;0
РБЮ Восточная Сибирь;К0026513;ДАЛЬ СПРИНТ;509,3;5234,33;4725,03;556,67;1,378198;3;-1,225;-1,7253;45;17;0
РБЮ Восточная Сибирь;К0026540;К-Сервис ИНН 0326494179;472,42;3982,84;3510,42;472,42;0,219958;2;0;0;12;4;46,48
РБЮ Восточная Сибирь;К0026585;Онлайн-маркет;481,17;6231,09;5749,92;481,17;2,302067;31;38,6352;159,1682;57;47;31,5488
РБЮ Восточная Сибирь;К0026733;Эльбрус;46,21;652,52;606,31;46,21;0,1078;3;8,58;8,58;15;11;25,7648
РБЮ Восточная Сибирь;К0026769;АйТи Бригада;915,79;11428,74;10512,95;953,38;1,534814;33;189,3818;140,13;176;93;169,7944
РБЮ Восточная Сибирь;К0026938;Безопасность ООО ИНН 3812107480;2515,76;17119,29;14603,53;2676,77;1,784518;15;5,6671;0;186;55;23,8
РБЮ Восточная Сибирь;К0027275;Душин Б.К. ИП (38Покупок.ру);3403,12;20007,27;16604,15;3403,12;13,754732;40;0;498,1074;79;59;0
РБЮ Восточная Сибирь;К0027556;Велл-М;652,35;4585,89;3933,54;652,35;1,12511;32;50,024;42,69;88;67;70,5276
РБЮ Восточная Сибирь;К0028182;Сетевые Технологии;21351,51;264010,33;242658,82;8962,3;0,388172;14;2654,8713;0;48;24;0
РБЮ Восточная Сибирь;К0028315;Орион;228,66;3464,33;3235,67;228,66;0,73338;2;0;0;26;6;0
РБЮ Восточная Сибирь;К0028687;Сибформат;-16,79;592,04;608,83;-16,79;0,365415;2;0;0;2;2;0
РБЮ Восточная Сибирь;К0028708;Системы Связи ООО;143,68;1530;1386,32;143,68;0,057704;2;0;0;45;5;61,2
РБЮ Восточная Сибирь;К0028737;Ай Ти Профи трейд;-107;855;962;-107;0,001056;1;0;0;3;1;34,2
РБЮ Восточная Сибирь;К0028882;Матерс Д.Ю.;-15,24;271,64;286,88;-15,24;0,088345;1;1,3126;23,7058;9;7;10,8656
РБЮ Восточная Сибирь;К0028984;Сетевой Партнер;487,18;6271,98;5784,8;496,75;0,340015;23;41,4474;44,2797;73;39;105,8276
РБЮ Восточная Сибирь;К0029057;Мурашов А.В.;378,75;2176,85;1798,1;378,75;0,080128;1;0;0;22;9;0
РБЮ Восточная Сибирь;К0029364;Андронов А. Д ИП;-73,06;4,86;77,92;-73,06;0,004704;1;77,9;77,9;2;2;0,1944
РБЮ Восточная Сибирь;К0029567;ИТ-Груп;343,19;2657,12;2313,93;343,19;0,079441;2;0;0;6;3;0
РБЮ Восточная Сибирь;К0029827;Анкор;225,04;1087,97;862,93;225,04;0,22494;2;0;0;13;9;22,668
РБЮ Восточная Сибирь;К0030359;КрасМедиа;-35,15;1871,56;1906,71;-35,15;0,094661;4;70,27;48,67;41;13;65,5518
РБЮ Восточная Сибирь;К0030420;Компания Сэйфтек;114,54;986,39;871,85;114,54;0,097639;1;62,841;0;4;4;0
РБЮ Восточная Сибирь;К0030488;Имекова Е.В.;58,2;681,47;623,27;58,2;0,569128;1;56,7151;51,7229;11;9;0
РБЮ Восточная Сибирь;К0030540;Синком;2074,44;26377,33;24302,89;3070,52;1,710022;11;392,9256;27,6573;768;45;0
РБЮ Восточная Сибирь;К0030609;Кузнецова Е.Г.;62,58;1094,5;1031,92;62,58;0,34902;1;10,526;0;25;16;43,78
РБЮ Восточная Сибирь;К0030667;Мобильный сервис;99,92;1467,38;1367,46;99,92;0,210123;7;6,95;6,95;31;24;58,6952
РБЮ Восточная Сибирь;К0031159;КОМПЬЮТЕР-СЕРВИС+ ООО;159,59;784,99;625,4;171,85;0,201266;2;0;0;11;7;0
РБЮ Восточная Сибирь;К0031462;ИнтерТорг;449,53;7462,16;7012,63;453,03;1,765029;6;166,9155;73,3061;235;58;136,2796
РБЮ Восточная Сибирь;К0031786;ИП Ковалева А.В.;671,11;3332,4;2661,29;673,21;0,536603;7;8,7913;5,6939;154;57;11,5896
РБЮ Восточная Сибирь;К0031889;Панфлан;19,51;204;184,49;19,51;0,049152;1;0;0;1;1;8,16
РБЮ Восточная Сибирь;К0031973;Монолит-СБ;55,17;3626;3570,83;55,17;0,022326;2;2,9;0;55;7;145,04
РБЮ Восточная Сибирь;К0032010;Спецучасток №4;159,3;4101,3;3942;159,3;0,104637;1;0;0;27;1;0
РБЮ Восточная Сибирь;К0032141;ИТС-Ресурс+;961,04;12312,51;11351,47;961,04;0,675849;6;50,6266;91,7188;75;41;256,818
РБЮ Восточная Сибирь;К0032156;Корниенко А. А.;82,42;1108;1025,58;82,42;0,313351;2;13,4074;12,8422;34;14;34,3792
РБЮ Восточная Сибирь;К0032640;ФилЭнерджи;1127,2;14534,02;13406,82;1127,2;0,93107;2;0;0;3;3;0
РБЮ Восточная Сибирь;К0032689;АйТи-ресурс;235,34;2847,59;2612,25;242,79;0,453974;8;56,3559;24,37;56;20;4,9564
РБЮ Восточная Сибирь;К0032839;Миронов А.В.;58,03;372,7;314,67;58,03;0,03024;1;0;0;1;1;0
РБЮ Восточная Сибирь;К0033003;Лемакс ООО;446,28;4953,24;4506,96;451,1;0,72367;4;27,6384;27,6384;81;19;138,708
РБЮ Восточная Сибирь;К0033116;ИНТЕР ВЬЮ;116,48;1780,54;1664,06;116,48;0,272958;5;34,1804;28,17;36;16;43,796
РБЮ Восточная Сибирь;К0033342;ИП Михайлов А.В.;558,55;10473,11;9914,56;558,55;1,254026;16;108,6771;15,9926;461;196;229,3968
РБЮ Восточная Сибирь;К0033728;Накрохин А.Ф.;1790,43;25811,93;24021,5;1790,43;0,774422;14;0;0;25;17;1,0704
РБЮ Восточная Сибирь;К0033885;Быттехника (Красноярск);59,66;227,09;167,43;59,66;0,090155;1;0;0;1;1;0
РБЮ Восточная Сибирь;К0033889;Видео 2000 (Красноярск);2254,53;22077,36;19822,83;2254,53;23,670794;5;30,3249;0;434;111;0
РБЮ Восточная Сибирь;К0033906;Домотехника (Трегубов);3946,17;26660,47;22714,3;4446,31;4,710871;5;131,1077;0;1574;39;0
РБЮ Восточная Сибирь;К0033956;Немчинов А. (Благовещенск);816,61;3740,72;2924,11;816,61;1,346819;1;0,7318;0;138;44;0
РБЮ Восточная Сибирь;К0034287;Итера;703,94;9664,02;8960,08;703,94;1,083022;8;87,6086;35,8197;186;84;183,3364
РБЮ Восточная Сибирь;К0034428;Черногорск-Эксперт;16,86;252,43;235,57;16,86;0,002773;1;0;0;40;18;10,0972
РБЮ Восточная Сибирь;К0034747;Магви   ООО;71,39;2225,2;2153,81;71,39;0,396;1;0;0;4;1;0
РБЮ Восточная Сибирь;К0034918;Эккер    ООО;47,25;1187,17;1139,92;47,25;0,703065;2;1,048;0;16;7;9,95
РБЮ Восточная Сибирь;К0035193;Арт-лайн технолоджи     ООО;1028,06;3281,41;2253,35;1028,06;1,019728;1;0;0;10;2;0
РБЮ Восточная Сибирь;К0035206;ТоргИнфо    ООО;397,77;2284,95;1887,18;397,77;0,267588;4;14,8232;10,7892;195;17;84,4928
РБЮ Восточная Сибирь;К0035276;Блинов Владимир Павлович   ИП;223,17;3669,22;3446,05;223,17;0,376521;1;0,0403;0;12;8;83,1028
РБЮ Восточная Сибирь;К0035690;ЛАНИТ-СИБИРЬ ООО;12154,22;106506,45;94352,23;11950,02;37,086443;14;0;0;2445;54;1017,0148
РБЮ Восточная Сибирь;К0035754;"Сеть магазинов ""Командор""";2797,47;13374,28;10576,81;2797,47;10,825925;20;0;0;37;37;2,58
РБЮ Восточная Сибирь;К0035791;Акварз Групп ООО;31,17;381,1;349,93;31,17;0,030338;2;0,0932;0;42;8;15,244
РБЮ Восточная Сибирь;К0035918;"ТС ""Славел""";10407,98;33160,08;22752,1;10407,98;23,277754;2;0;0;233;46;0
РБЮ Восточная Сибирь;К0036048;Ремус ООО;329,22;2390,86;2061,64;342,11;0,408847;4;32,2269;29,4009;70;22;21,0248
РБЮ Восточная Сибирь;К0036281;Демис ООО;135,72;1341,57;1205,85;135,72;0,092708;5;0;0;12;5;0
РБЮ Восточная Сибирь;К0036340;Пучков Евгений Владимирович ИП;2349,71;14613,71;12264;2353,6;22,189534;5;13,6235;11,9745;180;101;0
РБЮ Восточная Сибирь;К0036342;ИТАЛ ООО;-80,05;1242,28;1322,33;-80,05;0,5664;2;192,1688;0;4;2;0
РБЮ Восточная Сибирь;К0036532;Голубев Андрей Михайлович ИП;1483,27;8623,08;7139,81;1483,27;5,527282;66;51,1207;93,751;106;66;32,3416
РБЮ Восточная Сибирь;К0036709;Интеграция ЗАО;137,58;3018,6;2881,02;137,58;0,021059;1;0;0;4;4;120,744
РБЮ Восточная Сибирь;К0036784;ЭЛЕКТРОКАТАЛОГ ООО;84,16;176,85;92,69;84,16;0,004262;3;0;0;4;4;0,7432
РБЮ Восточная Сибирь;К0036985;Компьютеры и серверы ООО;443,06;1795,14;1352,08;443,06;0,238114;3;0;0;6;4;30,432
РБЮ Восточная Сибирь;К0037112;Велан ООО;490,88;7567,06;7076,18;490,88;0,669068;8;112,8688;61,5126;137;62;228,9872
РБЮ Восточная Сибирь;К0037257;Технотрейд ООО;16222,77;143803,39;127580,62;18740,74;10,774046;19;127,156;39,5995;1103;236;0
РБЮ Восточная Сибирь;К0037309;Сириус ООО ИНН 2722074598;45,42;458,33;412,91;45,42;0,00775;1;0;0;2;2;0
РБЮ Восточная Сибирь;К0037350;ДИКСИ ГРУПП ООО;7900,15;37998,86;30098,71;7900,15;1,159333;5;0;47,1336;271;82;0
РБЮ Восточная Сибирь;К0037367;Полещук Ирина Валерьевна ИП;481,27;2908,66;2427,39;481,27;0,746335;1;1,511;12,991;153;41;58,6548
РБЮ Восточная Сибирь;К0037692;Белянкина Марина Сергеевна ИП;326,51;2363,36;2036,85;326,51;0,144946;3;6;0;74;18;7,0632
РБЮ Восточная Сибирь;К0037696;ТД БСК ООО;300,92;1370,25;1069,33;300,92;1,301043;2;70,7528;73,668;4;4;0
РБЮ Восточная Сибирь;К0038024;Информационные системы (НЭТА);595,16;9233,22;8638,06;595,16;0,750055;22;14,532;9,59;218;52;205,18
РБЮ Восточная Сибирь;К0038122;ДрагО ООО;-114,21;180,03;294,24;-114,21;0,618976;1;0;0;1;1;0
РБЮ Восточная Сибирь;К0038298;Панов Игорь Сергеевич ИП;277,46;1499,8;1222,34;277,46;0,271938;17;20,0612;0;61;32;37,3544
РБЮ Восточная Сибирь;К0038361;ЭнергоТехнологии ООО;17,93;261,65;243,72;17,93;0,009776;1;0;0;4;1;0
РБЮ Восточная Сибирь;К0038420;Софт-Капитал ООО;366,33;4278,59;3912,26;390,46;0,383967;2;63,5169;0;74;18;0
РБЮ Восточная Сибирь;К0038500;Демидов Владислав Евгеньевич ИП;126,59;1553,19;1426,6;126,59;0,230673;1;0;0;21;7;62,1276
РБЮ Восточная Сибирь;К0038548;Клюкин Игорь Викторович ИП;36,5;794,04;757,54;36,5;0,641669;2;0;13,4331;4;2;0
РБЮ Восточная Сибирь;К0038603;МЕБЕЛЬНАЯ КОМПАНИЯ ИДЕЯ ООО;30,15;310,74;280,59;30,15;0,076041;1;0;0;1;1;0
РБЮ Восточная Сибирь;К0038639;Сервис и печать ООО;144,67;1223,55;1078,88;171,53;0,021434;3;0;0;24;9;0
РБЮ Восточная Сибирь;К0038651;Мукомол Михаил Александрович ИП;280,81;1185,49;904,68;280,81;1,117043;3;0;0;5;5;0
РБЮ Восточная Сибирь;К0038688;Элемент Арт ООО;12,49;724,16;711,67;12,49;0,134469;4;29,6106;0;15;11;20,724
РБЮ Восточная Сибирь;К0038774;Иштуганов  Владислав Равильевич ИП;1974,22;11493,54;9519,32;1974,22;12,428886;49;0;284,587;54;51;0
РБЮ Восточная Сибирь;К0038795;Инфорс;14,93;217,73;202,8;14,93;0,005764;1;0;0;1;1;8,7092
РБЮ Восточная Сибирь;К0038849;Дроговозов Михаил Васильевич ИП;913,72;4124,77;3211,05;913,72;0,037291;2;0;0;155;27;0
РБЮ Восточная Сибирь;К0038955;Ещенко Валерий Николаевич ИП;542,23;3447,91;2905,68;542,23;0,608762;1;3,2458;0;135;14;0
РБЮ Восточная Сибирь;К0039100;СтройСфера ООО;476,43;1220,39;743,96;476,43;0,10624;2;0;0;164;20;0
РБЮ Восточная Сибирь;К0039129;Элмарт ООО;2017,75;10680,1;8662,35;2065,74;0,491771;2;0;0;40;3;0
РБЮ Восточная Сибирь;К0039296;Востриков Василий Юрьевич ИП;2626,97;13620,27;10993,3;2626,97;12,670272;54;10,7684;94,8344;55;57;0
РБЮ Восточная Сибирь;К0039437;Форвард ООО;3764,45;32424,52;28660,07;4126,52;3,509581;64;121,5882;67,7239;519;207;269,1756
РБЮ Восточная Сибирь;К0039465;Форвард ООО (ИНН 2465279341);62,85;2073,93;2011,08;62,85;0,084707;11;30,68;2,89;36;16;76,4
РБЮ Восточная Сибирь;К0039512;Лаборатория К ООО;1201,96;6555,61;5353,65;1201,96;0,974156;6;3;0;94;21;19,304
РБЮ Восточная Сибирь;К0039766;Альфа-Стратегия ООО;130,8;404,52;273,72;130,8;0,38571;1;0;0;1;1;0
РБЮ Восточная Сибирь;К0039788;Гладиус Трейдинг ООО;339,33;11355,5;11016,17;428,78;0,348593;3;0;0;17;8;0
РБЮ Восточная Сибирь;К0039840;Комсервис ООО (ИНН 2723133912);551,73;8252,15;7700,42;551,73;0,119749;1;0;0;16;5;3,944
РБЮ Восточная Сибирь;К0039893;Партнер (ИНН 2464106120);8,09;43,32;35,23;8,09;0,002325;1;0;0;1;1;0
РБЮ Восточная Сибирь;К0039908;Милованова Инна Алексеевна ИП;721,71;3987,69;3265,98;721,71;0,031761;1;0;0;114;31;0
РБЮ Восточная Сибирь;К0039926;Максимов Анатолий Максимович ИП;-89,85;1005,76;1095,61;-89,85;0,1349;2;52,95;0;18;10;40,2304
РБЮ Восточная Сибирь;К0039953;Интелл-С ООО;1167,61;7750;6582,39;1167,61;0,0375;1;0;0;25;1;0
РБЮ Восточная Сибирь;К0040196;Народная компания ДВ ООО;-1048,06;6551,7;7599,76;-1048,06;0,982462;3;1481,3647;0;42;21;0
РБЮ Восточная Сибирь;К0040344;Бахус ООО;426,42;7864,58;7438,16;426,42;1,269552;10;68,2673;49,875;169;58;247,5128
РБЮ Восточная Сибирь;К0040367;ЭМАН ООО;44,33;346;301,67;44,33;0,01092;1;0;0;1;1;13,84
РБЮ Восточная Сибирь;К0040467;Бизнес форум ООО;24,64;1023,5;998,86;24,64;0,155761;3;15,6297;0;17;16;37,0756
РБЮ Восточная Сибирь;К0040483;Сцепуро Сергей Викторович ИП;2727,05;18261,99;15534,94;2727,05;19,034376;9;12,0681;0;132;76;0
РБЮ Восточная Сибирь;К0040494;РЕКАРД ООО;14,35;50,45;36,1;14,35;0,012758;1;0;0;1;1;0
РБЮ Восточная Сибирь;К0040621;А-Каунт ООО;8,29;263,78;255,49;8,29;0,047998;1;18,146;0;12;3;7,4024
РБЮ Восточная Сибирь;К0040623;Перфект ООО;1009,87;4977,79;3967,92;1009,87;2,827819;2;0;0;10;8;0
РБЮ Восточная Сибирь;К0040647;Специалист ООО;463,49;4678,53;4215,04;463,49;1,181709;28;77,7753;16,5736;112;43;62,7768
РБЮ Восточная Сибирь;К0040749;Люкстрэнд ООО;-451,12;13067,08;13518,2;-451,12;8,445916;13;0;1223,799;39;35;0
РБЮ Восточная Сибирь;К0040752;КУБЕР ООО;328,37;1141,81;813,44;328,37;0,446873;1;0;0;2;2;0
РБЮ Восточная Сибирь;К0041242;Шелковников Алексей Николаевич ИП;168,28;1232,26;1063,98;168,28;0,346724;2;0;0;14;3;0
РБЮ Восточная Сибирь;К0041493;АйКом консалт ООО Иркутск;174,53;1468,64;1294,11;174,53;0,248045;4;3,07;0;14;12;37,5168
РБЮ Восточная Сибирь;К0041580;Мери Берн ООО;184,95;1594,87;1409,92;184,95;0,474718;2;0;0;4;4;0
РБЮ Восточная Сибирь;К0041604;УЛЬТРА ПКФ ООО;423,37;4932,09;4508,72;423,37;4,922842;11;0;280,7776;22;22;0
РБЮ Восточная Сибирь;К0041867;Викулов В.С. ИП;77,45;1098,97;1021,52;77,45;0,076329;1;6,72;6,72;23;10;31,18
РБЮ Восточная Сибирь;К0041916;Кальдера ООО;269,97;693,47;423,5;269,97;0,009722;1;0;0;42;6;0
РБЮ Восточная Сибирь;К0041919;Твой Дом ООО;555,13;3067,18;2512,05;555,13;1,288468;2;0;0;5;7;0
РБЮ Восточная Сибирь;К0041997;Абак-Сервис ООО;529,81;3930,02;3400,21;529,81;1,176569;17;12,2395;0;101;40;84,1736
РБЮ Восточная Сибирь;К0042099;Электрон ЗАО;27,17;575,46;548,29;27,17;0,00364;1;0;0;1;1;0
РБЮ Восточная Сибирь;К0042331;Мебель-Парк ООО;6646,5;44392,24;37745,74;6646,5;36,195377;23;0;82,8385;182;112;0
РБЮ Восточная Сибирь;К0042546;Принткарт ООО;293,25;4381,73;4088,48;293,25;0,122553;4;218,0222;0,8266;28;9;175,2692
РБЮ Восточная Сибирь;К0042672;Козельский Дмитрий Анатольевич ИП;-577,83;20467,58;21045,41;480,8;0,615834;9;1280,902;1280,902;137;27;107,2024
РБЮ Восточная Сибирь;К0042683;Ковалевич Павел Васильевич ИП;43,28;931,2;887,92;43,28;0,019108;1;5,96;5,96;18;6;37,248
РБЮ Восточная Сибирь;К0042820;Электронные компоненты ООО;171,03;10557,57;10386,54;449,63;0,262798;11;104,1529;-0,5122;59;19;23,948
РБЮ Восточная Сибирь;К0042889;ВВС-Сервис ООО;278,25;1376,66;1098,41;278,25;0,08575;2;0;0;17;2;0
РБЮ Восточная Сибирь;К0042955;АНТ ООО;459,22;1735,05;1275,83;459,22;0,025746;1;0;0;2;2;0
РБЮ Восточная Сибирь;К0043066;А04 ООО;158,71;1333,98;1175,27;158,71;0,01533;1;0;0;6;3;53,3592
РБЮ Восточная Сибирь;К0043084;Иващенко Александр Александрович ИП;-9,02;547,69;556,71;-13,99;0,051336;2;106,3227;105,6724;52;24;0
РБЮ Восточная Сибирь;К0043581;Стенина Ксения Юрьевна ИП;612,52;2741,09;2128,57;612,52;2,140562;4;0;0;8;8;0
РБЮ Восточная Сибирь;К0043699;Телемакс ООО;2126,93;18620,41;16493,48;2142,62;15,463673;26;201,3876;1325,4245;128;110;0
РБЮ Восточная Сибирь;К0043752;Селиванов Павел Александрович ИП;9,21;197,27;188,06;9,21;0,0546;1;0;0;1;1;0
РБЮ Восточная Сибирь;К0043754;ТехноДрайв ООО;4827,91;32066,89;27238,98;4895,21;26,686669;8;498,7597;397,4788;215;104;0
РБЮ Восточная Сибирь;К0043811;Сервис ООО;895,54;5224,2;4328,66;895,54;4,840554;6;0;10,9662;18;18;0
РБЮ Восточная Сибирь;К0044006;Кудрин Сергей Юрьевич ИП;461,7;2730,26;2268,56;461,7;4,916653;1;0;0;6;5;0
РБЮ Восточная Сибирь;К0044027;Колесник Виталий Валерьевич ИП;628,86;7451;6822,14;628,86;0,221322;2;0;0;55;13;0
РБЮ Восточная Сибирь;К0044234;Золотарев Тимофей Игоревич ИП;27,24;5327,59;5300,35;40,92;0,192578;3;141,706;424,54;218;34;0
РБЮ Восточная Сибирь;К0044246;ФРАКТАЛ ООО;111,67;348,91;237,24;111,67;0,02475;1;0;0;10;1;0
РБЮ Восточная Сибирь;К0044248;Фролова Наталья Ивановна ИП;913,28;5604,57;4691,29;913,28;1,173737;8;0;0;168;76;43,782
РБЮ Восточная Сибирь;К0044401;АМИТЕХ ООО;260,89;12612,52;12351,63;260,89;1,073253;7;1018,7209;331,6142;81;36;260,9832
РБЮ Восточная Сибирь;К0044510;СТИ ООО;13,53;58,87;45,34;13,53;0,008223;1;0;0;2;2;0
РБЮ Восточная Сибирь;К0044590;Кузнецов Александр Геннадьевич ИП;374,31;2774,91;2400,6;374,31;0,166127;4;0;0;55;25;36,6436
РБЮ Восточная Сибирь;К0045290;Земляной Петр Борисович ИП;685,22;2858,03;2172,81;685,22;2,244049;3;0;0;8;8;0
РБЮ Восточная Сибирь;К0045581;КрасМонтажБезопасность ООО;110,7;1133,89;1023,19;110,7;0,081917;4;0;0;36;4;18,2724
РБЮ Восточная Сибирь;К0045712;Госпоставка ООО;-181,43;4534,55;4715,98;361,96;0;1;587,6652;0;10;3;0
РБЮ Восточная Сибирь;К0045736;Крастелекомсервис ООО;-1,81;156;157,81;-1,81;0,03059;1;0;0;10;1;0
РБЮ Восточная Сибирь;К0046034;Инженерно Технические Системы ООО;6,75;66,63;59,88;9,44;0,005273;1;0;0;1;1;0
РБЮ Восточная Сибирь;К0046312;Эрика Сервис ООО;443,49;4955,05;4511,56;443,49;0,36728;2;3,085;0;11;3;0
РБЮ Восточная Сибирь;К0046357;Перевалова Ирина Владимировна ИП;188,96;1343,98;1155,02;188,96;0,450218;3;0;0;14;5;0
РБЮ Восточная Сибирь;К0046391;Умный Дом ООО;-27,4;37,78;65,18;-27,4;0,006525;1;28,5334;29,289;1;1;0
РБЮ Восточная Сибирь;К0046403;ЦБС ООО;97,36;768,1;670,74;97,36;0,126619;9;3,625;0;17;15;10,3764
РБЮ Восточная Сибирь;К0046423;СИБ;2125;49266;47141;2125;5,23498;1;0;0;357;2;1970,64
РБЮ Восточная Сибирь;К0046466;КРОСС ООО;534,3;1756,22;1221,92;534,3;0,012505;2;0;0;85;5;0
РБЮ Восточная Сибирь;К0046620;Полион ООО;72,61;643,5;570,89;72,61;0,259078;2;0;0;17;4;8,76
РБЮ Восточная Сибирь;К0046743;РС ИНТЕГРАЦИЯ ООО;3691,55;14283,22;10591,67;3691,55;1,258177;12;3,44;0;2272;31;51,6
РБЮ Восточная Сибирь;К0047504;ОфисТех ООО;46,09;157,83;111,74;46,09;0,12455;1;0;0;1;1;0
РБЮ Восточная Сибирь;К0047505;АРКЕТИП-А ООО;775,35;3012,2;2236,85;775,35;2,3884;6;0;0;12;16;0
РБЮ Восточная Сибирь;К0047534;Элма ООО;71,87;406,59;334,72;71,87;0,162855;3;0;0;21;4;0
РБЮ Восточная Сибирь;К0047629;СофтИнфо ООО;83,06;5495,91;5412,85;83,06;0;7;0;0;20;20;138,8552
РБЮ Восточная Сибирь;К0047979;А4 ООО;21,4;290,72;269,32;21,4;0,377513;2;0;0;2;2;0
РБЮ Восточная Сибирь;К0048077;Лаборатория копировальной техники ООО;659,71;5100,11;4440,4;659,71;2,63239;1;42,4723;292,4817;53;14;0
РБЮ Восточная Сибирь;К0048080;Народные кухни ООО;662,49;3722,41;3059,92;662,49;3,150619;6;0;0;16;16;0
РБЮ Восточная Сибирь;К0048412;АМБ-Трейд ООО;32,62;2120,64;2088,02;24,29;0,307216;3;55,471;0;31;17;27,3728
РБЮ Восточная Сибирь;К0048505;ИТ сервис-комплект ООО;429,78;10377,27;9947,49;429,78;1,646411;21;262,4957;30,3246;177;92;311,1656
РБЮ Восточная Сибирь;К0048519;Черкашин Станислав Павлович ИП;171,76;1236,14;1064,38;171,76;0,704023;2;0;0;5;5;0
РБЮ Восточная Сибирь;К0048753;Мёбиус;387,3;3052,05;2664,75;387,3;1,938722;5;0;0;8;8;0
РБЮ Восточная Сибирь;К0049031;Отвертка ООО;88,4;404,55;316,15;88,4;0,618976;1;0;0;1;1;0
РБЮ Восточная Сибирь;К0049201;Мегапринт ООО;106,62;2865,56;2758,94;106,62;0,442288;2;0,5524;0;43;7;114,2552
РБЮ Восточная Сибирь;К0049361;Сайбирит Инжиниринг ООО;57,28;1023,3;966,02;57,28;0,0385;1;0;0;1;1;40,932
РБЮ Восточная Сибирь;К0049382;Фантазия ООО;365,1;1169,52;804,42;365,1;0,725742;1;0;0;4;4;0
РБЮ Восточная Сибирь;К0049567;РТС ООО;256,99;2480,7;2223,71;256,99;0,127232;2;0;0;5;3;0
РБЮ Восточная Сибирь;К0049808;К-Системы ООО;539,66;6204,35;5664,69;539,66;1,252491;11;46,1527;0;33;30;47,0032
РБЮ Восточная Сибирь;К0050343;Крастериск ООО;30,33;617,4;587,07;30,33;0,044785;1;0;0;10;1;0
РБЮ Восточная Сибирь;К0050500;Региональные энергетические системы ООО;-204,15;-204,15;0;0;2,77556E-17;2;0;0;0;12;0
РБЮ Восточная Сибирь;К0050730;АйТи Сфера ООО;18,16;200,85;182,69;18,16;0,012863;1;0;0;1;1;0
РБЮ Восточная Сибирь;К0050808;Дом итальянской кухни ООО;100,26;541,21;440,95;100,26;0,361008;1;0;0;2;2;0
РБЮ Восточная Сибирь;К0051034;КИК ООО;1052,15;5621,74;4569,59;1052,15;0,59024;2;0;0;14;5;0
РБЮ Восточная Сибирь;К0069112;Шевчик Денис Александрович;9,69;28,98;19,29;9,69;0,0156;1;0;0;1;1;0
РБЮ Восточная Сибирь;К0069528;ООО ПК «Востоксистема»;-171,13;2237,2;2408,33;-171,13;0,06;1;320;0;1;1;89,488
РБЮ Восточная Сибирь;К0069620;Дельта-М;4632,82;91918,74;87285,92;4632,82;20,140155;4;0;0;6261;9;0
РБЮ Восточная Сибирь;К0069773;Иванов Владимир Витальевич;-12,01;1783,51;1795,52;0,12;0,147289;1;52,9638;0;101;18;0
РБЮ Восточная Сибирь;К0069919;Пашнин Денис Валерьевич;41,3;1071;1029,7;41,3;0,000055;1;0;0;9;1;42,84
РБЮ Восточная Сибирь;К0069937;СТИЛАР;4,56;2797,47;2792,91;4,56;0,01625;1;23,9644;0;40;2;0
РБЮ Восточная Сибирь;К0069986;Фьючерс Телеком;1707,54;3514;1806,46;1707,54;0,124128;1;0;0;3;3;0
РБЮ Восточная Сибирь;К0070243;Снабком;480,89;5225,36;4744,47;480,89;0,322577;4;15,2167;0;38;18;62,1188
РБЮ Восточная Сибирь;К0070693;Центр встраиваемой техники - Красноярск;75,29;5877,02;5801,73;75,29;3,386086;2;0;0;21;3;0
РБЮ Восточная Сибирь;К0070773;Пи Кан-СБ;332,18;10231,08;9898,9;332,18;1,706874;9;695,777;665,9483;77;25;6,264
РБЮ Восточная Сибирь;К0071068;Свиркин Павел Юрьевич ИП;151,09;736,27;585,18;151,09;0,87783;1;0;0;2;2;0
РБЮ Восточная Сибирь;К0071350;Швецов Алексей Михайлович ИП;116,37;3051,64;2935,27;116,37;0,23542;2;34,31;34,31;36;8;49,44
РБЮ Восточная Сибирь;К0071422;ОМЕГА;31,26;556,6;525,34;31,26;0,031123;1;0;0;13;4;0
РБЮ Восточная Сибирь;К0071577;Дутова Софья Леонидовна ИП;2889,84;23173,75;20283,91;2889,84;24,109186;3;0;0;107;76;0
